"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CWC27",0.0130890894827691,9.0029835731439,0.256644370789596,0.797963741967298,0.853238908614979,-6.92426150134734
"DAD1",-0.0103444464650972,12.1315244584231,-0.256342721592344,0.798196000496126,0.853385334659878,-6.92433887810776
"LAPTM4B",-0.0179401546261321,9.27551273496374,-0.256040925367382,0.798428390366559,0.853531866143499,-6.9244162016339
"OLA1",-0.0101585166768557,11.012224555318,-0.255529419066696,0.798822303076026,0.853789432293899,-6.92454704744317
"OXER1",-0.0303632524842591,7.80851596264884,-0.255460734021237,0.798875201617607,0.853789432293899,-6.9245645975118
"RARS",-0.0206634990577783,10.1787432274727,-0.255356580067107,0.798955418715323,0.853789432293899,-6.92459120143326
"PITPNM1",-0.0236523402603814,8.26288604581252,-0.254956265677786,0.799263752134435,0.854016991629025,-6.92469335241219
"ASNA1",0.0108644200742926,9.52396834793837,0.25468592989679,0.799471990334258,0.854083424686537,-6.92476224531206
"SETD2",0.0138291483955193,9.63148213277272,0.254627865811595,0.799516718675066,0.854083424686537,-6.92477703295442
"FIS1",0.0143123014744403,10.1427194687934,0.25428803941001,0.799778509552138,0.85426115438085,-6.92486351171983
"MFSD8",0.0126273522219873,8.58103467064078,0.253957502580669,0.800033165954676,0.854343454337595,-6.92494751582253
"TMEM209",-0.0460310531043651,6.05260778906854,-0.2539403111466,0.800046411389076,0.854343454337595,-6.92495188194475
"HGSNAT",-0.0155237925061226,8.04854876248069,-0.253682081138492,0.800245376133792,0.854454007456868,-6.9250174293061
"FDXR",-0.0182372763674699,7.37556219736874,-0.252950221883629,0.800809340922742,0.854951059439622,-6.92520283763653
"USP22",-0.0103623730372948,10.6569903957653,-0.252776493422509,0.800943230145852,0.854951059439622,-6.92524677122098
"DCUN1D2",-0.025004920397984,6.64566581716146,-0.252706241460701,0.800997373682514,0.854951059439622,-6.92526452843436
"SOAT1",-0.0200163532837047,8.39015690355812,-0.252383546408091,0.801246088822031,0.855114582575235,-6.92534603101236
"CAPN7",0.0132438735156001,8.97546457805806,0.25217774473012,0.801404719820207,0.855181937610288,-6.92539795569577
"SERPINB7",0.116740366643223,9.13730911094825,0.252018979633431,0.801527100912042,0.855210598792219,-6.9254379839324
"KYAT3",-0.0129360186117177,9.78330031630166,-0.250741068426044,0.802512334455574,0.856159786746991,-6.92575925704117
"ACTR5",0.0165804498713249,7.55482922977424,0.250509774237871,0.802690689855206,0.856248033632034,-6.92581723118998
"ZNF581",-0.0180256894746432,7.89386908088695,-0.250359623978538,0.802806479192515,0.856269526829948,-6.92585483791677
"MID2",0.0165760845336794,7.69270583858431,0.249874365635571,0.803180719304554,0.856566644423308,-6.92597622202512
"KIAA0907",-0.0144201572992185,10.0280698769358,-0.248644760214176,0.804129218338576,0.857476047139741,-6.92628274641154
"C4BPB",0.0393749721940107,9.69920290760516,0.248505028788164,0.80423702359253,0.857481113530378,-6.92631748404551
"SLC25A29",0.0211156224897925,7.94402471295026,0.2482713160591,0.804417345517422,0.857481113530378,-6.92637554210976
"ACBD5",0.0188235117666715,8.27351283774808,0.248266194678492,0.804421297055919,0.857481113530378,-6.92637681373356
"NUDC",-0.0121885392957069,9.67184806600054,-0.247970320442902,0.804649595357936,0.857622360385667,-6.9264502339588
"JAK3",0.0256085018086394,7.53209810578313,0.247554658984931,0.804970350734063,0.857862105716232,-6.92655323127343
"SLC4A2",-0.0265503482295677,7.88168070847914,-0.247102196110672,0.805319542686183,0.858132095414116,-6.92666515147558
"MLF2",0.0140824552560611,11.0414761097184,0.245826917730936,0.806303961078533,0.859036440555596,-6.92697950097797
"GTF2E1",-0.00982815413768386,8.33090485678487,-0.245754164744365,0.806360130283618,0.859036440555596,-6.92699738522692
"FAM32A",0.012638825954021,10.2726531561563,0.245218719633194,0.80677355376557,0.859374613547073,-6.92712884649486
"FZD1",-0.0168517594145676,8.02700360339652,-0.243361644779549,0.808207846906415,0.86080000634703,-6.92758257206005
"DNM1L",-0.00980149926725218,9.14099404134401,-0.242731032064495,0.808695043354878,0.861161264348197,-6.92773586148891
"ZNF140",0.00972206617431905,8.50007623006189,0.242673613946221,0.808739406974158,0.861161264348197,-6.92774979896059
"PRPSAP2",-0.0125561627304024,9.06331058879472,-0.241808145470129,0.809408179293596,0.861770891808249,-6.92795948076511
"FEZ2",0.0169141413746454,9.14855736924916,0.24152761816107,0.809624981127531,0.861899221882852,-6.9280272850772
"RAB5C",0.0210625675799198,10.4355817227158,0.241316702456059,0.809787994314001,0.861970266685679,-6.92807821227576
"CDC14B",-0.0171783127113586,7.80327286090368,-0.238905036029896,0.811652524071443,0.863852240610036,-6.92865736814777
"CYB5D2",-0.0143505114559692,8.15834318720925,-0.238213577490856,0.812187311341323,0.864318673295954,-6.92882234844009
"PPP1R10",-0.0457327330493139,7.49211907879657,-0.237972866134576,0.812373502984804,0.864363923318144,-6.92887966948708
"RASAL1",-0.0214253569407129,8.10276148938676,-0.237859492570597,0.812461201829525,0.864363923318144,-6.92890664729363
"UBAP2L",0.0127887395163505,9.08042740072024,0.237784172749079,0.812519465949459,0.864363923318144,-6.92892456292235
"SVBP",0.030529519654885,7.94153129340712,0.23758837626657,0.81267093047139,0.864422340562,-6.92897110870235
"MOCOS",-0.0280717359544091,8.2116323371625,-0.236997915693653,0.813127742834272,0.864805497932434,-6.92911124421684
"RPS6KA4",-0.0129195340463797,8.72010221694428,-0.236145747658684,0.813787140003466,0.865403998628226,-6.92931287732059
"FAM151A",0.0409688698901949,4.35381559163247,0.235830768895768,0.814030900627446,0.865560410132722,-6.92938722140217
"TMEM198",-0.0147974724393069,7.13740160600504,-0.235483084301901,0.814299993361142,0.865743716965005,-6.92946916991034
"MRPS2",0.0159164748060578,9.1564839890386,0.235118624050564,0.814582093591547,0.865940807875222,-6.92955494274837
"CPSF3",-0.0099737865685216,9.26524632787946,-0.234738501904572,0.814876342462083,0.866150765055566,-6.92964426010114
"MYEOV",-0.0314515506989766,8.74162268599138,-0.233862494402495,0.815554552208285,0.866768744767423,-6.92984954600739
"PIP4K2B",-0.024033045366697,7.55104600266635,-0.233155971524443,0.816101648221151,0.867247247065159,-6.93001455588907
"HMGXB4",0.0116055917011962,9.04243613612287,0.232734416803069,0.816428122474547,0.867491215347095,-6.93011277330292
"RNF207",-0.0189641039418803,8.10028766648172,-0.232532883622766,0.81658421184371,0.867552588823283,-6.93015966549016
"MTERF2",0.0138134427819795,6.86027475203784,0.232409619312433,0.816679684865702,0.867552588823283,-6.93018832629097
"CACNG6",-0.0186423246524195,8.49990807231452,-0.23211197579961,0.816910232766335,0.867694544306205,-6.93025747028558
"RBM27",0.0118593597747944,9.42468234685102,0.231157066875254,0.817649991928848,0.868377269008183,-6.93047870261842
"AASDH",-0.012814461854927,7.97911826518007,-0.23080863246102,0.817919961937972,0.868560955904479,-6.93055920067935
"CLNS1A",0.0113760914968754,10.1278881603346,0.22924708054685,0.819130134613571,0.869742895540239,-6.93091847267354
"SLC7A6OS",-0.0164764484988278,7.31202554315445,-0.228653097829527,0.819590574737003,0.870118067776792,-6.93105449281749
"DDIT3",0.0157920200644508,8.06252120302287,0.228540520158188,0.819677849171167,0.870118067776792,-6.93108023300548
"SLC16A11",0.0289795440722145,6.6375799645835,0.228252903549608,0.819900830643742,0.87025158704842,-6.93114593725903
"ZNF2",-0.0122295483096519,7.08339155814462,-0.227807877874835,0.820245876267307,0.870426914809783,-6.93124743775977
"DEDD2",-0.014299481423234,10.0551096262181,-0.227640134127131,0.82037594364977,0.870426914809783,-6.93128564504099
"VPS13A",-0.0164307324195834,7.64750366202178,-0.227621842000001,0.820390127546222,0.870426914809783,-6.93128980977005
"SF3A3",0.0113710132776574,9.05303449734151,0.22753830772669,0.820454901606138,0.870426914809783,-6.93130882450126
"C14orf169",0.0088774619906883,9.05631812871555,0.227032277596658,0.820847313511909,0.870679684125917,-6.93142386202763
"TRPT1",0.0144806269449828,8.98711214592014,0.226980253492036,0.820887659299326,0.870679684125917,-6.93143567433721
"SPON1",-0.0371553587834438,10.3355329238559,-0.226661091668181,0.821135186525731,0.87075422933278,-6.93150808229368
"C15orf40",0.0118598573267989,8.14215514595039,0.226638822427301,0.821152458199114,0.87075422933278,-6.93151313069766
"PDCD2",0.0120399197800501,8.30847819188145,0.226288260885733,0.821424359810743,0.870939399974607,-6.9315925371823
"PLEK2",0.0194384104225078,10.5562973238603,0.225451961658359,0.822073095844021,0.871440434247229,-6.93178147330719
"ZSWIM6",-0.011061781402045,10.3666936652637,-0.225428136843853,0.822091579096626,0.871440434247229,-6.93178684555408
"LETM1",0.0186058580698069,7.7737213218289,0.225183679298938,0.82228123465081,0.871538285051344,-6.93184193541147
"SNAPIN",-0.0149487905933978,9.4914585114753,-0.22467659881553,0.822674672455106,0.871852076525872,-6.93195601839923
"TMEM200A",-0.0331962384395742,9.1861740708571,-0.223843757418427,0.823320962456532,0.872433729065372,-6.93214283354417
"NPTN",-0.0103818639041422,12.3935742863405,-0.223452148234561,0.823624895629579,0.872652507759956,-6.9322304360588
"SEC23A",0.0242761695525739,8.74055742475814,0.223050324326772,0.823936784488272,0.872879662942078,-6.93232016430403
"RPLP2",0.0230269566066783,8.81954582331501,0.222750247684852,0.824169717259425,0.872965177119644,-6.93238706690616
"KRI1",-0.0223477514057957,7.32830172362188,-0.222695116176168,0.824212514485909,0.872965177119644,-6.93239934878626
"PPM1G",-0.011585765057712,9.20211379553796,-0.221877502419857,0.824847269999224,0.873534138668447,-6.93258113554909
"KIAA0141",0.0118877414638379,7.87587937458757,0.221187685114535,0.82538290097842,0.873867627733744,-6.93273398873213
"ZNF655",-0.0204820163649597,7.21578140742826,-0.221156056570358,0.825407461965051,0.873867627733744,-6.93274098574288
"SLC25A36",-0.0190293940045018,8.70358830803237,-0.221094852391655,0.825454990254024,0.873867627733744,-6.9327545227715
"TBC1D5",-0.0228983125181958,8.0293562001661,-0.220813021238499,0.82567385545649,0.873995983436032,-6.93281680936746
"KHDRBS1",-0.00778142723123863,11.2023006249186,-0.220535229406346,0.825889597244253,0.87412100297054,-6.9328781255721
"ERCC3",0.0100697162662382,8.46362747041171,0.218902487584914,0.827157904469361,0.875359895829101,-6.93323695744421
"MAP1LC3A",-0.0127599470856894,8.80498387694294,-0.217898735223149,0.8279378425528,0.876081728445245,-6.93345623240397
"TBC1D14",0.0111404758106143,9.65014865711672,0.216938368994106,0.828684229822809,0.876767892886269,-6.93366508693599
"GHDC",0.0132731219807468,7.95284888754311,0.216279331198999,0.82919651842122,0.87720624239929,-6.93380787714634
"BAG6",0.0113093663067706,10.1116421595121,0.215932570688393,0.829466094714561,0.877305794373501,-6.9338828336288
"ZSCAN22",-0.0119344394349667,7.13226207768459,-0.215906192656652,0.829486602186047,0.877305794373501,-6.93388853064159
"GTF3C5",-0.0199255691647891,7.14701813692495,-0.214596265642836,0.830505146510364,0.878203767161901,-6.93417056832423
"TMF1",0.0118320327372318,9.5075042646045,0.214561979093625,0.830531810182041,0.878203767161901,-6.93417792746089
"ZFP36L2",-0.0229788366942935,8.87070017548281,-0.214130976483821,0.830867005497683,0.878341092810915,-6.93427033604158
"DEF8",-0.0153724760110137,7.77335854337026,-0.214016333351205,0.830956169941218,0.878341092810915,-6.9342948847028
"C11orf68",0.0108094579054758,8.61020009666357,0.21378093026526,0.831139263145634,0.878341092810915,-6.93434525065167
"NAA20",0.00844091650545126,9.66702215473746,0.213771189861407,0.831146839294972,0.878341092810915,-6.93434733347828
"CXXC1",0.0100184701997983,8.58443355076354,0.213764284625768,0.831152210241715,0.878341092810915,-6.93434880999294
"ANKIB1",-0.00931618530718406,9.61498593200095,-0.213565800275193,0.831306596354484,0.878400561449509,-6.93439123061466
"PAGR1",-0.0247255771047222,7.89265295430084,-0.212625997448761,0.832037688172379,0.879069320534259,-6.9345915533088
"CHERP",0.0161261360571559,8.58006919815587,0.212336667408727,0.832262793636086,0.879203397218157,-6.93465304744875
"ZNF623",-0.0141543788568771,7.34240462337798,-0.212206375555961,0.832364168270396,0.87920674829222,-6.93468071232897
"TMEM101",-0.0123278047454064,7.67216472158508,-0.211990890851717,0.832531834101984,0.879280112152302,-6.9347264289823
"AVEN",-0.0135527082889686,8.52809240403756,-0.210616230542577,0.833601620952905,0.880306123188412,-6.93501698090025
"IPO5",0.0121569617432703,7.90025597697726,0.209267377722652,0.834651627827149,0.88131100647912,-6.9353002423405
"GMEB2",0.0169654889679499,8.00616528164937,0.208892786422443,0.834943279470021,0.881514997770649,-6.93537858455632
"FAM120B",-0.0135350803409277,7.96381204124202,-0.207182498121757,0.836275178524333,0.88281708210451,-6.93573449324545
"STIP1",-0.0157852956211533,9.13132904177379,-0.206984376034714,0.836429498356035,0.882826042543928,-6.93577553323902
"DFFB",0.0119137976989448,7.07347985043275,0.20691841196952,0.836480880029057,0.882826042543928,-6.93578918865787
"ZNF564",0.011388496062278,7.65874308776418,0.206402227309604,0.836882978390263,0.883097605055533,-6.93589589542389
"TSPYL4",-0.0146947663794006,8.76764750530995,-0.206334858539178,0.836935460616128,0.883097605055533,-6.93590980239003
"FAT1",0.0193201588487687,11.0267841184688,0.206079120281853,0.837134694835726,0.883203738258809,-6.93596255326212
"UCKL1",-0.0114461689927635,8.55298783396947,-0.205886426555942,0.83728482088677,0.883258041875722,-6.93600225682022
"REG1B",0.112194177372246,10.3788921371093,0.205240297582452,0.837788258343111,0.883486198897289,-6.93613511754345
"LSM8",0.00968536804531768,9.27902277974861,0.205157486600823,0.837852786172872,0.883486198897289,-6.93615211544321
"REG1A",-0.0930550279792166,12.0564715456072,-0.205149016506551,0.83785938628745,0.883486198897289,-6.93615385364041
"CD3EAP",-0.0157306023496771,7.43416033579288,-0.20510225496648,0.837895824286483,0.883486198897289,-6.93616344855676
"TIMM17A",-0.0115124522132985,10.0770479477921,-0.204878184154862,0.838070431898038,0.88356624785482,-6.93620939491664
"HIST1H4H",-0.0232391649225311,6.99559142427769,-0.204706182135739,0.838204470291893,0.883603511423916,-6.93624463037676
"IRF2BP2",0.0128179220494717,11.2544977151158,0.204577768116961,0.838304544367311,0.883604966531732,-6.93627091734155
"AMMECR1L",0.0085149165774227,8.94059502767069,0.204116603642822,0.838663955406754,0.883879740171474,-6.93636518404137
"MAD1L1",0.0171824205169186,7.29866844380892,0.203278121274976,0.839317518630629,0.884429816315752,-6.93653603375752
"C11orf31",0.0144125539992173,7.5846355451335,0.203066817908654,0.839482238847051,0.884429816315752,-6.93657897821326
"ANGPTL4",-0.0343972468110383,7.8967228037873,-0.203066804346811,0.83948224941933,0.884429816315752,-6.93657898096808
"CCL24",-0.0276182589010631,8.66688493805849,-0.202710190960817,0.839760261327998,0.884526951898613,-6.93665135643588
"CYP2C18",0.0338844191951327,8.52908132378404,0.20266780596095,0.839793305561288,0.884526951898613,-6.93665995011281
"PDIA4",-0.0103270939824517,10.9237695242527,-0.202568357726354,0.839870838611651,0.884526951898613,-6.9366801064706
"PPIL4",-0.0106418488971645,8.63779804193019,-0.202384694530702,0.840014032504648,0.88457370418891,-6.93671730569132
"CPEB2",-0.0119469680875262,9.50453393698825,-0.201934897999332,0.840364741210545,0.884828598102351,-6.93680826527439
"RRBP1",-0.0139879787415705,8.98747987112946,-0.20179318092589,0.840475245417358,0.884828598102351,-6.9368368819519
"NUP37",0.0100537676137409,9.3832753719169,0.201694008090211,0.840552577556182,0.884828598102351,-6.93685689580771
"PUSL1",0.0244734539686235,7.79263865742775,0.201511905706469,0.840694579847832,0.884874038722977,-6.93689361989826
"SUMO3",-0.0108237483197901,9.30978035313518,-0.201051446727222,0.841053666311392,0.885147933993875,-6.93698633153678
"DSN1",0.0133917731435956,7.8710484962817,0.200826135658945,0.841229386169141,0.885228807519079,-6.93703161983134
"MRPL20",-0.00935231701849988,10.9584566938717,-0.200207129056374,0.841712190031035,0.88563276969654,-6.93715578107563
"TMEM50A",-0.0112258805932249,10.3375578459379,-0.199687797440542,0.842117297427598,0.885916761773535,-6.93725965391427
"TELO2",0.0179012225480432,7.39357550851211,0.199607417305201,0.842180002172965,0.885916761773535,-6.93727570685826
"ZNF3",0.0137255331166848,7.89374646549691,0.199475906535808,0.842282596243872,0.885920592595322,-6.93730195731899
"SPEF1",-0.0148822575909708,6.38911761801575,-0.199342361086498,0.842386780387338,0.885926094773621,-6.93732859622538
"ZNF518B",-0.016062066304182,8.07878168002565,-0.198790407914342,0.842817410795588,0.886257845682956,-6.93743850768924
"ITGB5",0.0170679168185529,7.51152282601617,0.19868429191474,0.842900207303739,0.886257845682956,-6.93745960386566
"TUBG1",-0.010120262911944,9.18610219608425,-0.198290568009122,0.843207423912882,0.886476757432132,-6.93753777899326
"PPIA",0.00715014233409599,13.1392417516565,0.197281607924055,0.843994810094405,0.887200368060962,-6.93773740389223
"CHST14",0.0161766841702033,7.62887496081778,0.197062312611868,0.8441659677495,0.887276110502615,-6.93778065731844
"CEBPZ",-0.0103263299451844,9.25188631454177,-0.196739033394189,0.84441829734752,0.887437142405488,-6.93784433268485
"FAM210B",-0.00975051944030327,9.84691636729535,-0.196529905740582,0.844581536689407,0.887504518542284,-6.93788546830278
"SECISBP2",-0.00922328441936559,9.1820761506772,-0.196015220204068,0.844983315006463,0.887822511354638,-6.93798652127001
"STK3",0.0110572421047838,8.7032854312376,0.195715824553746,0.845217050681389,0.887963888142511,-6.93804518256838
"SURF1",0.00913307539868367,10.1697161281066,0.194240332514732,0.846369156499635,0.889008306854082,-6.93833297032558
"PSMA7",-0.00751579300576425,11.3516972677898,-0.194188307391806,0.84640978528138,0.889008306854082,-6.93834307786128
"ALDH3A1",-0.0342601942847612,6.65284322081659,-0.19380909996898,0.846705938091648,0.889143798678728,-6.93841666923891
"BANF1",0.0129000016880839,10.7331474706338,0.193768804171611,0.846737409531424,0.889143798678728,-6.93842448084595
"GARS",0.010466423746776,10.9330924856234,0.193285561206589,0.847114846656136,0.889435818237644,-6.93851803424353
"PA2G4",0.0105233809390265,10.4217777312849,0.193029353684052,0.847314972091065,0.889517447958492,-6.93856754003558
"SLCO2A1",-0.0168340004690865,10.0126724339187,-0.192931638740208,0.847391300529206,0.889517447958492,-6.938586403756
"GOLPH3",0.0079285696663692,11.6172549714427,0.192571141230934,0.847672909849417,0.889708741135033,-6.93865591468734
"PSME4",0.0101809922860636,9.51333354476801,0.192159434783456,0.847994546116279,0.889941996410626,-6.93873514079617
"DGCR14",0.0180279846419242,7.32046023610929,0.190855963371558,0.849013022540574,0.890906421800957,-6.93898485491258
"LOC646214",-0.00899195435564605,8.35838242879568,-0.189636290286726,0.84996625422428,0.891754038612186,-6.93921697709816
"POLR2A",0.0160594389728685,9.51805355230289,0.189545652469989,0.850037100827472,0.891754038612186,-6.93923416748031
"ENTPD7",0.0144490138314648,8.60197410979013,0.189440117349591,0.850119593382666,0.891754038612186,-6.93925417293926
"KDM1A",0.00992896525100182,9.13672146126898,0.189287975671387,0.850238519337353,0.891774304548656,-6.93928299364003
"CETN2",-0.00821327029639627,9.72945268541949,-0.188769144800538,0.850644104511937,0.892079289160242,-6.93938110348328
"CEP57",-0.01491803126662,8.17208503767205,-0.188661089740288,0.850728579342137,0.892079289160242,-6.93940150261347
"WNT5B",-0.0346458665234622,5.34356063625086,-0.188122801979337,0.85114942556035,0.892337028771693,-6.93950294914482
"ELMOD3",-0.0155432709910996,7.11605419404583,-0.18809174238154,0.851173710008964,0.892337028771693,-6.93950879384494
"KLC3",-0.0287272164005712,5.7076065426383,-0.186337737440076,0.852545338818981,0.893670345210905,-6.93983729211609
"RNGTT",0.0129277647115111,8.0783076803598,0.185660924402752,0.853074726666572,0.894120583920138,-6.93996322648224
"TUG1",-0.00938669650901996,9.84218907752748,-0.18498097404319,0.853606636071349,0.894573359797119,-6.94008928347857
"SHARPIN",0.0127402511717303,8.40525253869308,0.183743831291085,0.854574597217068,0.895482955159692,-6.94031745366995
"PPA1",-0.00808950351412066,12.6879438602176,-0.18320832313222,0.854993656707913,0.895817227443645,-6.94041574464741
"WIPI1",0.012209946067263,9.77790384526653,0.182631443864808,0.85544513740285,0.896185386750259,-6.94052130840165
"BNIP3",0.0252062624667529,8.08235063041528,0.18245934539608,0.85557983543861,0.896221629423409,-6.94055273645251
"UBN2",0.0160875819475695,7.74221747273032,0.181647295856665,0.856215467935478,0.896584328300058,-6.94070063075709
"PGM2L1",0.0133887538629448,7.43163018960447,0.181594948922326,0.856256445796275,0.896584328300058,-6.94071014180995
"ERRFI1",0.0165293228998591,11.3967068471823,0.181566349553611,0.856278833920036,0.896584328300058,-6.94071533694763
"TADA2B",0.00905282523780441,8.70441815695736,0.181505254740647,0.856326660481827,0.896584328300058,-6.94072643221436
"ECD",0.00780452285843295,8.84884026620545,0.18032240183581,0.857252732896865,0.897448984755102,-6.94094051146594
"GTPBP4",-0.0219197481899097,6.92731206438745,-0.179796522790748,0.85766451520975,0.897775097003728,-6.9410352387742
"BIN3",0.0185315668404238,7.42450479390036,0.178488124290785,0.858689208852032,0.898742633487519,-6.94126972266826
"SMG5",0.0284053524698485,6.92924510629027,0.178328651229677,0.858814119333384,0.898768300454914,-6.94129818552529
"PCBD2",-0.0106122802448078,7.60265771119243,-0.178035450312368,0.859043784200894,0.898903576431814,-6.94135044987026
"POLR2C",0.0075542924338587,9.73381959788522,0.177745717931816,0.859270744043979,0.899035990583819,-6.94140201150404
"VHL",0.0136189999208797,7.9377262582178,0.176703352994078,0.860087370802505,0.899785257162284,-6.94158681973804
"DDX6",0.0264261816380312,9.31581117632527,0.176315226379902,0.860391482206957,0.899998240471888,-6.94165535589375
"CDKN2B",0.0412329410573399,5.85831256091319,0.176033488440114,0.860612247353535,0.900124001233201,-6.94170501138481
"KBTBD7",-0.0104077142286696,7.56060843876468,-0.1750273040079,0.861400766774296,0.900843483813839,-6.94188170063859
"FTSJ3",-0.00894770089282895,8.90281775543917,-0.173913095933872,0.862274104921246,0.901651490464835,-6.94207617812963
"MBNL1",-0.0213519544858038,8.051284454608,-0.172606342264687,0.863298581675471,0.902617330578126,-6.94230268162133
"AHSA1",0.00815181837621798,10.3597001614827,0.172459023710837,0.863414092041813,0.902632691038107,-6.94232810969483
"GPS2",-0.00776294121183119,9.51823083187207,-0.172293141398312,0.863544161530847,0.90266326657159,-6.94235671601214
"TNPO3",-0.00735291707915264,9.28323366982516,-0.171972163668898,0.86379585308011,0.902820951742496,-6.94241199032866
"ATIC",-0.00926516785189814,10.152301089659,-0.171108393088115,0.864473239916917,0.903423475776369,-6.94256022527511
"BMS1",-0.009516066380153,8.85905847821975,-0.169612831152608,0.865646329358677,0.904543835988356,-6.94281512031568
"PLEKHG2",0.0176583432812592,8.14599109432272,0.169161105013863,0.866000713669056,0.904712030254225,-6.94289167017752
"MATK",0.0299493864378057,6.38862579135473,0.169150041559064,0.866009393418821,0.904712030254225,-6.94289354243946
"SGSM2",0.0352877330713354,6.3814193125979,0.168685010734404,0.866374244649909,0.904987587486949,-6.94297212864543
"SHCBP1",-0.0189571300294979,8.20194130817893,-0.168020407877471,0.866895725097121,0.905405608195574,-6.94308406547189
"COBLL1",-0.012067739830022,7.67917651077569,-0.167917232329564,0.866976687039055,0.905405608195574,-6.94310140337931
"ACTA2",-0.0248785270696335,11.0030690545923,-0.167356128357956,0.867417010577875,0.905759796559798,-6.94319550651415
"ATXN7",-0.0121092166436547,9.62607034992362,-0.166982980252642,0.867709859806442,0.905959927095869,-6.94325791315193
"CYB5D1",0.011859253964998,7.47176087470669,0.166710811924478,0.867923471022832,0.906077289653383,-6.94330334375838
"RAB27A",0.011456852447667,10.4016509151163,0.16630487266049,0.868242090484757,0.906304236459139,-6.94337096591993
"DNTTIP1",-0.0081304439298326,9.17336733358781,-0.165888798607142,0.868568687218772,0.90652076249583,-6.94344010536158
"DDX49",0.010976702933976,7.73448549605163,0.16578262759498,0.868652029649473,0.90652076249583,-6.94345772018377
"EIF4G1",0.00888109639293188,9.27846585262199,0.165466760091473,0.868899988995644,0.906650224220669,-6.943510059082
"ZNF84",0.0136363810383769,7.287550296663,0.165366599583952,0.868978618791194,0.906650224220669,-6.94352663473505
"RPL23AP32",0.0119831878844632,7.20351546910378,0.164788874662316,0.86943218039267,0.907017747734278,-6.94362204715606
"ABCG2",-0.0406445218272833,7.46533630213367,-0.163286483227997,0.870611884989223,0.908142631516779,-6.94386860763804
"RBFOX2",0.00897205390210655,9.36005805371451,0.162658020472104,0.871105451993966,0.908472974483397,-6.94397107639011
"PSMD1",0.00804504436314545,10.363118811229,0.162624831474481,0.871131518590413,0.908472974483397,-6.94397647676614
"SLC2A10",0.0180520291905012,8.66957495165052,0.162302926708742,0.871384349547745,0.908630803808637,-6.94402879862463
"YRDC",0.0137282524267122,9.14705407561116,0.162001544769618,0.871621073520354,0.908719510610987,-6.94407769081904
"FAM168A",-0.00842400232247724,8.16262005185512,-0.161936178372085,0.871672417862968,0.908719510610987,-6.94408828300748
"PSENEN",-0.00964687764264918,10.4994302549069,-0.15921164863428,0.873812981234082,0.910786928196814,-6.9445259744571
"CYP4X1",0.0215184404103839,7.23027159147196,0.159014039068858,0.873968272494199,0.910786928196814,-6.94455743141402
"MFSD5",-0.00577257593930189,8.98453462675559,-0.15892058649752,0.874041713810749,0.910786928196814,-6.94457229428785
"COG4",0.00985318046757261,8.67466507521352,0.158894175898291,0.874062469235679,0.910786928196814,-6.94457649309675
"KLHL25",-0.0268028887521442,6.11375262180407,-0.158628870212196,0.874270971169476,0.910898173499398,-6.94461863321931
"RTF1",-0.00588938038207411,9.34110543497421,-0.158220225118399,0.874592139892705,0.911126766169349,-6.94468340311506
"JTB",0.00504328877221193,12.2064792991887,0.158083522353313,0.874699584142864,0.911132679096109,-6.94470503311111
"TAPT1-AS1",0.0130792950049113,7.21044603363369,0.157176027406485,0.875412907130805,0.911685741736598,-6.94484814903821
"LIPA",-0.0121342887199668,10.9104485156627,-0.157148950540549,0.875434192081932,0.911685741736598,-6.94485240652604
"DNMT3B",-0.0110728532066261,6.84487851210524,-0.156358386309222,0.876055689806983,0.912226865648048,-6.94497638935449
"EIF3L",0.00844573250917634,12.6167158491808,0.155739858570434,0.876541996083826,0.912627106749447,-6.94507295621495
"USO1",0.0128943369894638,9.68150603411779,0.155341915854275,0.876854896377251,0.912846731077387,-6.94513488226849
"CMSS1",0.00867651060748464,8.66895662765589,0.155103400624579,0.877042449027128,0.912935826780592,-6.94517192303139
"SRPK1",0.00717518194172464,8.94229250935584,0.154617265460124,0.877424735341124,0.913015338637355,-6.9452472423519
"SSC5D",0.0176559424757841,7.50144352244594,0.154600379454854,0.877438014656936,0.913015338637355,-6.94524985433699
"C15orf41",-0.011881553025353,7.24938422355637,-0.154543131260872,0.877483035443836,0.913015338637355,-6.94525870756146
"SASS6",0.0120032024219472,7.11210433419207,0.154487545088446,0.877526749578291,0.913015338637355,-6.9452673006243
"RPAP3",0.0140957535364589,6.70129947279568,0.154210345524651,0.877744750796212,0.913121815678839,-6.94531010676229
"WRAP73",-0.00736339769710913,7.83468120513223,-0.154098047759343,0.877833069088325,0.913121815678839,-6.94532742631053
"RBM14",0.0119363917763643,7.50684160061415,0.153929049834225,0.877965982994376,0.913153978362994,-6.94535346688602
"GPAT3",-0.0189671568919446,9.5297992069465,-0.15368460797967,0.878158238402919,0.913247846256398,-6.94539108194395
"NEK8",-0.00933412898007835,6.97497148638833,-0.153172268321887,0.878561221146664,0.913455825106653,-6.94546972762497
"CNP",0.0158408956402569,6.88805514724443,0.153170919746623,0.878562281915938,0.913455825106653,-6.94546993428895
"MAL",0.0172292478311544,7.28079748835586,0.153000435926969,0.878696383737208,0.913489169019882,-6.94549604563222
"PPP1CB",0.00874296447970191,10.9644539578698,0.152843517708619,0.87881981803712,0.913511416566392,-6.94552005357623
